,laptop_ID,Company,Product,TypeName,Inches,Ram,Weight,Price,Operating_System,Touchscreen,Gpu_Brand,Memory_Type,Primary_Storage,Cpu_Brand,Cpu_Speed,Resolution_Width,Resolution_Height,Price_range
360,366,HP,250 G6,Notebook,15.6,4,1.86,439,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
361,367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,2,945,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
362,368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,719,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1600,900,0-1k
363,369,HP,250 G6,Notebook,15.6,8,1.86,639,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
364,370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2.2,499,N/A,No,Nvidia,SSD,256GB,Intel,2.0,1366,768,0-1k
365,371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,2.04,389,Windows,No,Intel,HDD,2TB,Intel,1.6,1366,768,0-1k
366,372,Dell,Inspiron 5770,Notebook,17.3,8,2.8,1085,Windows,No,AMD,SSD,128GB,Intel,1.6,1920,1080,1k-2k
367,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,809,N/A,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,0-1k
368,374,Dell,Inspiron 5567,Notebook,15.6,8,2.33,899,Windows,No,AMD,SSD,256GB,Intel,2.7,1920,1080,0-1k
369,375,HP,Elitebook 1040,Ultrabook,14.0,8,1.36,1750,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
370,376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,2.26,1099,Windows,Yes,Nvidia,SSD,512GB,Intel,2.7,1920,1080,1k-2k
371,377,Acer,Aspire 3,Notebook,15.6,4,2.1,426,Windows,No,AMD,SSD,128GB,AMD,3.0,1366,768,0-1k
372,378,Asus,Rog Strix,Gaming,17.3,16,3.25,2199,Windows,No,AMD,SSD,256GB,AMD,3.0,1920,1080,2k-3k
373,379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,2.6,489,Windows,No,AMD,SSD,128GB,AMD,2.2,1600,900,0-1k
374,380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1.62,869,Windows,Yes,Intel,SSD,256GB,Intel,1.8,1920,1080,0-1k
375,381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,1.91,489,Windows,No,AMD,SSD,256GB,AMD,3.0,1920,1080,0-1k
376,382,Lenovo,Yoga 11e,Netbook,11.6,4,1.59,553,Windows,No,Intel,SSD,128GB,Intel,1.1,1366,768,0-1k
377,383,Dell,Inspiron 3552,Notebook,15.6,4,1.8,309,Windows,No,Intel,HDD,500GB,Intel,1.6,1366,768,0-1k
378,384,Asus,VivoBook E403NA,Notebook,14.0,4,1.5,286,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
379,385,Acer,Aspire 7,Notebook,15.6,8,2.4,846,Linux,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,0-1k
380,386,HP,Omen 17-w212nv,Gaming,17.3,8,3.35,1191,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
381,387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,1.85,404,N/A,No,Intel,SSD,128GB,Intel,2.0,1920,1080,0-1k
382,388,Asus,ROG Strix,Gaming,15.6,8,2.3,1655,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
383,389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,1.5,1099,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
384,390,Asus,Zenbook Flip,Ultrabook,13.3,16,1.1,1749,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
385,391,Lenovo,Thinkpad X1,Ultrabook,14.0,8,1.13,2282,Windows,No,Intel,SSD,512GB,Intel,2.7,2560,1440,2k-3k
386,392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,1.5,549,Windows,No,Intel,SSD,128GB,Intel,2.4,1920,1080,0-1k
387,393,Dell,Precision 3510,Workstation,15.6,8,2.23,1369,Windows,No,AMD,HDD,500GB,Intel,2.6,1920,1080,1k-2k
388,394,Dell,Precision 5520,Workstation,15.6,8,2,2135,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,2k-3k
389,395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,1.42,2509,Windows,Yes,Intel,SSD,512GB,Intel,2.7,2560,1440,2k-3k
390,396,Asus,Rog GL753VD-GC042T,Gaming,17.3,8,3,1039,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
391,397,Asus,Rog GL753VE-GC070T,Gaming,17.3,16,3,1591,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
392,399,Acer,Aspire 5,Notebook,15.6,12,2.2,694,Windows,No,Nvidia,HDD,1TB,Intel,1.6,1366,768,0-1k
393,400,MSI,Leopard GP72M,Gaming,17.3,8,2.7,1349,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
394,401,Dell,Inspiron 5567,Notebook,15.6,8,2.33,779,Linux,No,AMD,SSD,256GB,Intel,2.7,1920,1080,0-1k
395,402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,1.91,499,Windows,No,AMD,SSD,256GB,AMD,3.0,1920,1080,0-1k
396,403,Lenovo,ThinkPad E580,Notebook,15.6,8,2.1,1230,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
397,404,Lenovo,ThinkPad L470,Notebook,14.0,8,1.9,938,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
398,405,Dell,Precision M5520,Workstation,15.6,8,1.78,2712,Windows,Yes,Nvidia,SSD,256GB,Intel,2.8,3840,2160,2k-3k
399,406,Lenovo,Thinkpad X1,Ultrabook,14.0,16,1.13,2625,Windows,No,Intel,SSD,1TB,Intel,2.7,2560,1440,2k-3k
400,407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,306,Windows,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
401,408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,2.9,1529,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
402,409,Lenovo,ThinkPad E580,Notebook,15.6,8,2.1,1144,Windows,No,AMD,SSD,256GB,Intel,1.6,1920,1080,1k-2k
403,410,Acer,Aspire 7,Notebook,15.6,8,2.5,879,Linux,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,0-1k
404,411,MSI,GE73VR 7RF,Gaming,17.3,16,2.8,2249,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
405,412,Asus,Zenbook 3,Ultrabook,14.0,8,1.10,1873,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
406,413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,1.2,1747,Windows,No,Intel,SSD,512GB,Intel,2.5,1920,1080,1k-2k
407,414,Dell,Latitude 7480,Ultrabook,14.0,8,1.36,1680,Windows,No,Intel,SSD,512GB,Intel,2.8,1920,1080,1k-2k
408,415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,409,Windows,No,Intel,HDD,500GB,Intel,2.0,1920,1080,0-1k
409,416,Lenovo,Lenovo IdeaPad,Notebook,11.6,2,1.15,304,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
410,417,Lenovo,ThinkPad P51,Workstation,15.6,8,2.67,1925,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,1k-2k
411,418,Lenovo,Thinkpad T470p,Ultrabook,14.0,8,1.7,1943,Windows,No,Nvidia,SSD,512GB,Intel,2.8,2560,1440,1k-2k
412,419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,2.1,469,Windows,No,AMD,HDD,1TB,Intel,2.0,1920,1080,0-1k
413,420,Acer,Aspire R7,2 in 1 Convertible,13.3,8,1.6,789,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
414,421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,1.27,928,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
415,422,Dell,Inspiron 3567,Notebook,15.6,4,2.3,599,Linux,No,AMD,SSD,256GB,Intel,2.5,1920,1080,0-1k
416,423,Dell,Latitude 3380,Notebook,13.3,4,1.65,689,Windows,No,Intel,SSD,128GB,Intel,2.0,1366,768,0-1k
417,424,HP,EliteBook 1040,Ultrabook,14.0,8,1.43,1500,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
418,425,Dell,Inspiron 3567,Notebook,15.6,8,2.14,540,Windows,No,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
419,426,Lenovo,ThinkPad E480,Ultrabook,14.0,8,1.75,1215,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
420,427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,2,1899,Windows,Yes,Nvidia,SSD,512GB,Intel,2.8,3840,2160,1k-2k
421,428,Chuwi,LapBook 12.3,Notebook,12.3,6,1.4,449,Windows,No,Intel,Flash Storage,64GB,Intel,1.1,2736,1824,0-1k
422,429,HP,ProBook 650,Notebook,15.6,8,2.31,1427,Windows,No,Intel,SSD,256GB,Intel,2.9,1920,1080,1k-2k
423,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,2.3,597,Linux,No,Nvidia,HDD,1TB,Intel,2.4,1920,1080,0-1k
424,431,Dell,Alienware 17,Gaming,17.3,16,4.42,2799,Windows,No,Nvidia,SSD,256GB,Intel,2.9,2560,1440,2k-3k
425,432,Dell,Inspiron 7577,Gaming,15.6,8,2.62,1159,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
426,433,Dell,Inspiron 5570,Notebook,15.6,8,2.02,1142,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
427,434,Dell,Latitude 5480,Ultrabook,14.0,8,1.6,1099,Linux,No,Intel,SSD,256GB,Intel,2.8,1920,1080,1k-2k
428,435,HP,Omen 17-w207nv,Gaming,17.3,12,3.35,1999,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
429,436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,1.16,299,Windows,Yes,Intel,SSD,32GB,Intel,1.1,1920,1080,0-1k
430,437,Samsung,Chromebook 3,Netbook,11.6,4,1.15,269,Other,No,Intel,Flash Storage,16GB,Intel,1.6,1366,768,0-1k
431,438,Lenovo,Thinkpad 13,Notebook,13.3,8,1.4,1010,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
432,439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,1.7,599,Windows,No,Intel,SSD,128GB,Intel,2.7,1920,1080,0-1k
433,440,Lenovo,Thinkpad T570,Workstation,15.6,16,2.3,2445,Windows,No,Nvidia,SSD,512GB,Intel,2.8,3840,2160,2k-3k
434,441,Lenovo,Thinkpad P51,Notebook,15.6,16,2.5,2449,Windows,No,Nvidia,SSD,512GB,Intel,2.9,1920,1080,2k-3k
435,442,Asus,Rog Strix,Gaming,17.3,8,3.2,1695,Windows,No,AMD,SSD,256GB,AMD,3.2,1920,1080,1k-2k
436,443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,2.1,347,Windows,No,Intel,HDD,500GB,Intel,1.6,1366,768,0-1k
437,444,Google,Pixelbook (Core,Ultrabook,12.3,16,1.1,2199,Other,Yes,Intel,SSD,512GB,Intel,1.3,2400,1600,2k-3k
438,445,Lenovo,ThinkPad T470s,Ultrabook,14.0,24,1.32,2382,Windows,No,Intel,SSD,512GB,Intel,2.7,2560,1440,2k-3k
439,446,Asus,VivoBook Max,Notebook,15.6,4,2,559,Linux,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
440,447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,2.8,519,Windows,No,AMD,HDD,1TB,AMD,2.5,1600,900,0-1k
441,448,Dell,Inspiron 5570,Notebook,15.6,4,2.2,749,Windows,No,AMD,SSD,256GB,Intel,1.6,1920,1080,0-1k
442,449,Lenovo,ThinkPad X270,Ultrabook,12.5,8,1.36,1429,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
443,450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,349,Windows,No,Intel,SSD,128GB,Intel,1.1,1920,1080,0-1k
444,451,HP,Omen 15-AX205na,Gaming,15.6,8,2.2,1099,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
445,452,Dell,Latitude 5480,Notebook,14.0,8,1.64,1179,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
446,453,Acer,Aspire ES1-572,Notebook,15.6,4,2.4,442,Linux,No,Intel,HDD,500GB,Intel,2.5,1366,768,0-1k
447,454,Dell,Precision 3520,Workstation,15.6,8,2.23,1993,Windows,No,Nvidia,Flash Storage,64GB,Intel,3.0,1920,1080,1k-2k
448,455,MSI,GV62 7RD-1686NL,Gaming,15.6,8,2.2,1028,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
449,456,Microsoft,Surface Laptop,Ultrabook,13.5,16,1.25,2589,Windows,Yes,Intel,SSD,512GB,Intel,2.5,2256,1504,2k-3k
450,457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,1.91,589,Windows,No,Intel,SSD,128GB,Intel,2.5,1366,768,0-1k
451,458,Dell,Precision 3520,Workstation,15.6,16,2.17,1975,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,1k-2k
452,459,HP,ProBook 650,Workstation,15.6,8,2.31,1534,Windows,No,Intel,SSD,512GB,Intel,2.9,1920,1080,1k-2k
453,460,Lenovo,ThinkPad T470,Notebook,14.0,8,1.65,1345,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
454,461,Dell,Inspiron 5570,Notebook,15.6,8,2.36,979,Windows,No,AMD,SSD,128GB,Intel,1.8,1920,1080,0-1k
455,462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,4,1.47,479,Windows,Yes,Intel,HDD,500GB,Intel,1.6,1366,768,0-1k
456,463,Dell,Alienware 17,Notebook,17.3,8,4.42,2046,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,2k-3k
457,464,Microsoft,Surface Laptop,Ultrabook,13.5,4,1.252,989,Windows,Yes,Intel,SSD,128GB,Intel,2.2,2256,1504,0-1k
458,465,Microsoft,Surface Laptop,Ultrabook,13.5,8,1.25,1799,Windows,Yes,Intel,SSD,256GB,Intel,2.5,2256,1504,1k-2k
459,466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,2.5,640,Windows,No,Intel,SSD,256GB,Intel,2.0,1600,900,0-1k
460,467,Acer,Aspire E5-576G,Notebook,15.6,4,2.23,544,Windows,No,Nvidia,HDD,1TB,Intel,2.0,1920,1080,0-1k
461,468,Acer,TravelMate B,Netbook,11.6,4,1.4,435,Windows,No,Intel,SSD,128GB,Intel,1.6,1366,768,0-1k
462,469,Asus,Pro P2540UA-AB51,Notebook,15.6,8,2.37,749,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
463,470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,1.5,799,N/A,No,AMD,SSD,512GB,Intel,2.7,1920,1080,0-1k
464,471,Lenovo,Thinkpad P51,Notebook,15.6,8,2.67,2090,Windows,No,Nvidia,SSD,256GB,Intel,2.9,1920,1080,2k-3k
465,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,2,304,Windows,No,Intel,HDD,500GB,Intel,1.1,1366,768,0-1k
466,473,Acer,Aspire 5,Notebook,15.6,4,2.2,469,Windows,No,Nvidia,HDD,500GB,Intel,2.0,1366,768,0-1k
467,474,Dell,Inspiron 5570,Notebook,15.6,8,2.02,759,Windows,No,AMD,HDD,2TB,Intel,1.6,1920,1080,0-1k
468,475,HP,Omen 17-an006nv,Gaming,17.3,12,3.78,1699,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
469,476,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,1.4,1858,Windows,No,Intel,SSD,256GB,Intel,2.6,2560,1440,1k-2k
470,477,HP,Spectre x360,2 in 1 Convertible,13.3,8,1.29,1999,Windows,Yes,Intel,SSD,512GB,Intel,1.8,3840,2160,1k-2k
471,478,HP,ZBook 15u,Notebook,15.6,8,1.9,1154,Windows,No,AMD,HDD,500GB,Intel,2.5,1920,1080,1k-2k
472,479,Google,Pixelbook (Core,Ultrabook,12.3,8,1.1,1275,Other,Yes,Intel,SSD,128GB,Intel,1.2,2400,1600,1k-2k
473,480,Dell,Latitude 7390,Ultrabook,13.3,8,1.42,1842,Windows,Yes,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
474,481,Asus,ZenBook Pro,Notebook,15.6,12,2.06,1299,Windows,No,Intel,SSD,128GB,Intel,2.6,3840,2160,1k-2k
475,482,Dell,Latitude E5470,Notebook,14.0,8,1.79,740,Windows,No,Intel,SSD,128GB,Intel,2.3,1366,768,0-1k
476,483,Dell,Precision M5520,Workstation,15.6,8,1.78,2408,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
477,484,Lenovo,Thinkpad T470,Notebook,14.0,8,1.7,1364,Windows,No,Intel,SSD,180GB,Intel,2.5,1920,1080,1k-2k
478,485,Dell,Inspiron 3576,Notebook,15.6,8,2.2,675,Windows,No,AMD,HDD,1TB,Intel,1.6,1920,1080,0-1k
479,486,Toshiba,Portege X30-D-10J,Notebook,13.3,8,1.05,1672,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
480,487,Dell,Inspiron 7570,Notebook,15.6,8,2.16,1262,Windows,No,Nvidia,SSD,512GB,Intel,1.8,1920,1080,1k-2k
481,488,Dell,Vostro 3568,Notebook,15.6,4,2.18,587,Windows,No,Intel,HDD,1TB,Intel,2.4,1366,768,0-1k
482,489,HP,ProBook 430,Notebook,13.3,4,1.49,726,Windows,No,Intel,SSD,128GB,Intel,1.6,1920,1080,0-1k
483,490,Chuwi,"Lapbook 15,6",Notebook,15.6,4,1.89,249,Windows,No,Intel,Flash Storage,64GB,Intel,1.44,1920,1080,0-1k
484,491,Lenovo,ThinkPad E570,Notebook,15.6,4,2.3,565,Windows,No,Intel,SSD,128GB,Intel,2.0,1366,768,0-1k
485,492,Lenovo,ThinkPad E480,Notebook,14.0,8,1.75,1049,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
486,493,Dell,Precision 3520,Workstation,15.6,16,2.17,2338,Windows,No,Nvidia,SSD,512GB,Intel,2.7,1920,1080,2k-3k
487,494,Dell,XPS 15,Notebook,15.6,16,2.06,1899,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,1k-2k
488,495,Lenovo,Thinkpad X270,Ultrabook,12.5,16,1.36,1798,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
489,496,Asus,Zenbook UX390UA,Ultrabook,12.5,16,0.91,1950,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
490,497,Lenovo,Thinkpad E570,Notebook,15.6,8,2.3,1012,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
491,498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,1.05,2799,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,2k-3k
492,499,Asus,VivoBook Pro,Gaming,15.6,8,1.99,1350,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
493,500,Acer,Aspire 5,Notebook,15.6,8,2.2,579,Windows,No,AMD,HDD,1TB,AMD,2.5,1366,768,0-1k
494,501,Asus,Rog G752VL-UH71T,Gaming,17.3,24,4.33,1269,Windows,Yes,Nvidia,SSD,256GB,Intel,2.6,1920,1080,1k-2k
495,502,Lenovo,Thinkpad X260,Ultrabook,12.5,8,1.3,1099,Windows,No,Intel,SSD,180GB,Intel,2.3,1366,768,1k-2k
496,503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,2.17,899,Windows,No,Intel,SSD,256GB,Intel,1.8,1920,1080,0-1k
497,504,HP,EliteBook 840,Notebook,14.0,8,1.48,1749,Windows,No,Intel,SSD,1TB,Intel,2.8,1920,1080,1k-2k
498,505,Lenovo,ThinkPad 13,Notebook,13.3,8,1.4,949,Windows,No,Intel,SSD,256GB,Intel,2.4,1920,1080,0-1k
499,506,Lenovo,ThinkPad L570,Notebook,15.6,8,2.3,911,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
500,507,Asus,VivoBook E201NA,Netbook,11.6,4,1.2,340,Windows,No,Intel,Flash Storage,64GB,Intel,1.1,1366,768,0-1k
501,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,1.91,619,Windows,No,AMD,SSD,256GB,Intel,2.5,1366,768,0-1k
502,509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,1.4,1599,Windows,Yes,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
503,510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,2.1,299,Windows,No,Intel,HDD,500GB,Intel,1.1,1366,768,0-1k
504,511,Lenovo,Chromebook N23,Netbook,11.6,4,1.25,265,Other,No,Intel,SSD,16GB,Intel,1.6,1366,768,0-1k
505,512,Lenovo,ThinkPad 13,Notebook,13.3,8,1.44,949,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
506,513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,2,1224,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
507,514,Acer,Aspire A515-51G-59QF,Notebook,15.6,4,2.2,613,Windows,No,Nvidia,HDD,1TB,Intel,1.6,1920,1080,0-1k
508,515,HP,Envy 13-AB002nv,Ultrabook,13.3,8,1.34,1323,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
509,516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,1149,N/A,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
510,517,Dell,XPS 13,Ultrabook,13.3,8,1.29,899,Windows,Yes,Intel,SSD,128GB,Intel,2.5,1920,1080,0-1k
511,518,Acer,Aspire A515-51G,Notebook,15.6,4,2.2,639,Windows,No,Nvidia,HDD,500GB,Intel,2.7,1920,1080,0-1k
512,519,Dell,Vostro 5568,Notebook,15.6,8,2.18,836,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
513,520,Dell,Inspiron 5570,Notebook,15.6,16,2.2,1219,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
514,521,Xiaomi,Mi Notebook,Notebook,15.6,16,1.95,1400,N/A,No,Nvidia,SSD,256GB,Intel,1.8,1920,1080,1k-2k
515,522,Asus,VivoBook E12,Netbook,11.6,2,1.1,245,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
516,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,2.04,521,Windows,Yes,Intel,HDD,1TB,Intel,1.6,1366,768,0-1k
517,524,Asus,ROG Zephyrus,Gaming,15.6,24,2.24,2968,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,2k-3k
518,525,HP,Probook 450,Notebook,15.6,8,2.04,889,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
519,526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,3,1504,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
520,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,3.2,1399,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
521,528,HP,Spectre X360,Ultrabook,13.3,8,1.32,1399,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
522,529,Dell,Latitude 5480,Notebook,14.0,8,1.64,1280,Windows,No,Intel,SSD,256GB,Intel,2.6,1920,1080,1k-2k
523,530,HP,ProBook 440,Notebook,15.6,4,1.63,689,Windows,No,Intel,SSD,128GB,Intel,2.0,1366,768,0-1k
524,531,Dell,Inspiron 5770,Notebook,17.3,8,2.8,889,Linux,No,AMD,SSD,128GB,Intel,1.6,1920,1080,0-1k
525,532,Lenovo,ThinkPad L470,Notebook,14.0,8,2.02,1340,Windows,No,Intel,SSD,256GB,Intel,2.3,1920,1080,1k-2k
526,533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,2.2,799,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,0-1k
527,534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2.2,459,N/A,No,Nvidia,HDD,2TB,Intel,2.0,1366,768,0-1k
528,535,Dell,Inspiron 3567,Notebook,15.6,4,2.3,585,Windows,No,AMD,HDD,500GB,Intel,2.5,1920,1080,0-1k
529,536,Dell,Latitude 5580,Notebook,15.6,8,1.9,1377,Windows,No,Intel,SSD,256GB,Intel,2.8,1920,1080,1k-2k
530,537,Dell,Alienware 17,Gaming,17.3,16,4.42,3013,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,3k-4k
531,538,Toshiba,Satellite Pro,Notebook,15.6,8,2.0,860,Windows,No,Intel,HDD,500GB,Intel,2.5,1920,1080,0-1k
532,539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,2,1299,Windows,No,Nvidia,SSD,256GB,Intel,2.7,3840,2160,1k-2k
533,540,Mediacom,SmartBook Edge,Notebook,13.3,4,1.2,369,Windows,No,Intel,SSD,32GB,Intel,1.1,1920,1080,0-1k
534,541,Asus,ROG Strix,Gaming,15.6,8,2.3,1649,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,1k-2k
535,542,Dell,Latitude 5580,Notebook,15.6,8,1.93,1369,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
536,543,Dell,Inspiron 5570,Notebook,15.6,8,2.2,797,Windows,No,AMD,SSD,256GB,Intel,1.6,1920,1080,0-1k
537,544,HP,250 G6,Notebook,15.6,4,1.86,399,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
538,545,HP,Omen 15-ce006nv,Gaming,17.3,12,2.62,1799,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
539,546,Lenovo,Thinkpad E470,Notebook,14.0,8,1.87,859,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,0-1k
540,547,Dell,XPS 13,Ultrabook,13.3,8,1.2,1399,Windows,Yes,Intel,SSD,256GB,Intel,1.8,3200,1800,1k-2k
541,548,Dell,Vostro 5468,Notebook,14.0,4,1.6,736,Windows,No,Intel,SSD,128GB,Intel,2.0,1920,1080,0-1k
542,549,HP,Envy 13-AB020nr,Ultrabook,13.3,8,1.34,1145,Windows,No,Intel,SSD,256GB,Intel,2.7,3200,1800,1k-2k
